origin,destination,departure_date,return_date,airline,cabin_class,adults,children,infants,stops,trip_type,currency,flight_duration_minutes,departure_hour,arrival_hour,price,price_usd
MAD,BLR,2027-01-23,,QR,ECONOMY,2,0,1,2,ONE_WAY,EUR,711,4,15,1489.45,1608.61
MEL,SFO,2026-12-02,,LH,ECONOMY,4,0,0,0,ONE_WAY,EUR,90,1,2,4453.13,4809.38
HKG,MAD,2026-09-25,2026-10-07,SQ,PREMIUM_ECONOMY,1,0,0,0,ROUND_TRIP,EUR,568,2,11,4447.38,4803.17
MCT,AUH,2026-12-14,2026-12-18,UA,ECONOMY,2,0,0,1,ROUND_TRIP,INR,528,7,15,3841.3,46.1
BLR,ZRH,2027-05-08,2027-05-27,TG,PREMIUM_ECONOMY,2,1,0,2,ROUND_TRIP,USD,590,23,8,11090.0,11090.0
DOH,DFW,2027-05-09,2027-05-14,IX,PREMIUM_ECONOMY,1,1,0,1,ROUND_TRIP,INR,619,8,18,2726.83,32.72
MNL,KUL,2026-10-12,,AA,ECONOMY,1,0,0,1,ONE_WAY,EUR,593,7,16,494.21,533.75
HKG,DEL,2026-09-01,,6E,BUSINESS,1,2,0,2,ONE_WAY,USD,518,17,1,4839.12,4839.12
SFO,LHR,2026-09-09,2026-09-17,BA,ECONOMY,3,0,0,1,ROUND_TRIP,USD,518,7,15,5614.39,5614.39
NRT,HYD,2026-11-24,,AF,ECONOMY,3,0,0,0,ONE_WAY,USD,145,9,11,1752.96,1752.96
CDG,CGK,2026-08-17,,LH,ECONOMY,1,2,0,0,ONE_WAY,INR,121,13,15,5076.61,60.92
LHR,SYD,2027-01-18,2027-01-24,LH,PREMIUM_ECONOMY,1,1,0,1,ROUND_TRIP,USD,194,6,9,5646.95,5646.95
BLR,DOH,2026-09-26,,MH,ECONOMY,3,0,0,1,ONE_WAY,USD,242,18,22,920.6,920.6
HKG,DXB,2027-01-22,,SQ,BUSINESS,1,2,0,0,ONE_WAY,EUR,530,12,20,14446.92,15602.67
BKK,AMS,2027-03-10,,QR,ECONOMY,2,0,0,1,ONE_WAY,INR,616,3,13,2961.22,35.53
LAX,MCT,2026-09-03,,IB,ECONOMY,1,0,0,1,ONE_WAY,USD,435,6,13,555.99,555.99
CDG,ORD,2027-05-22,2027-06-01,AF,ECONOMY,4,0,0,1,ROUND_TRIP,USD,368,3,9,3933.28,3933.28
AMD,AUH,2027-07-10,2027-07-15,UK,ECONOMY,1,1,0,1,ROUND_TRIP,AUD,224,18,21,2620.43,1703.28
BOM,CCU,2027-04-07,,EY,BUSINESS,3,1,0,0,ONE_WAY,USD,653,1,11,11157.63,11157.63
MEL,SIN,2026-10-29,,GA,ECONOMY,1,0,0,0,ONE_WAY,GBP,400,1,7,351.04,445.82
MAD,HKG,2026-12-19,,KL,BUSINESS,1,0,0,1,ONE_WAY,USD,238,20,23,4519.61,4519.61
ICN,BOM,2026-11-14,,AF,BUSINESS,1,2,0,0,ONE_WAY,EUR,456,0,7,8669.34,9362.89
AMS,BLR,2026-09-11,2026-10-08,LX,ECONOMY,4,0,0,0,ROUND_TRIP,AUD,567,7,16,4975.87,3234.32
DFW,LAX,2027-05-31,2027-06-21,EK,ECONOMY,2,2,0,1,ROUND_TRIP,INR,182,4,7,8385.45,100.63
MNL,SYD,2027-06-24,,GF,ECONOMY,2,0,0,0,ONE_WAY,USD,258,6,10,2831.14,2831.14
DXB,LAX,2026-10-09,2026-11-08,MH,ECONOMY,1,0,0,0,ROUND_TRIP,AED,579,16,1,1091.44,296.87
MIA,AMD,2026-11-11,,BA,ECONOMY,4,1,1,1,ONE_WAY,USD,298,22,2,5639.88,5639.88
LAX,LHR,2027-06-03,,TG,ECONOMY,2,0,0,2,ONE_WAY,USD,385,12,18,1854.23,1854.23
HYD,BAH,2026-09-22,2026-10-02,WN,ECONOMY,2,0,0,0,ROUND_TRIP,GBP,561,11,20,1075.76,1366.22
DOH,CCU,2026-10-08,2026-11-03,MH,PREMIUM_ECONOMY,1,0,0,0,ROUND_TRIP,USD,443,0,7,1159.34,1159.34
DOH,SIN,2026-12-07,,LX,BUSINESS,3,1,0,1,ONE_WAY,USD,322,5,10,6975.1,6975.1
MAA,HYD,2026-09-30,,GF,ECONOMY,1,1,0,0,ONE_WAY,USD,298,10,14,1870.47,1870.47
BOM,BKK,2027-05-17,2027-05-28,SQ,ECONOMY,1,0,0,1,ROUND_TRIP,USD,544,21,6,576.2,576.2
FCO,CDG,2027-07-18,2027-08-10,UK,ECONOMY,1,0,0,0,ROUND_TRIP,INR,503,19,3,520.54,6.25
DOH,FCO,2027-02-28,,SG,ECONOMY,1,1,0,1,ONE_WAY,INR,530,5,13,1380.43,16.57
DFW,ORD,2027-07-21,,EK,ECONOMY,1,0,0,1,ONE_WAY,EUR,385,3,9,1309.66,1414.43
SFO,LHR,2026-12-12,,UA,ECONOMY,4,0,1,1,ONE_WAY,EUR,486,15,23,4374.49,4724.45
CCU,SFO,2027-03-31,2027-04-08,MH,ECONOMY,2,2,0,2,ROUND_TRIP,EUR,453,5,12,2875.08,3105.09
SIN,CCU,2026-09-17,2026-09-22,TG,ECONOMY,3,0,1,2,ROUND_TRIP,GBP,346,12,17,4623.44,5871.77
MIA,MEL,2026-10-10,,BA,BUSINESS,1,1,0,1,ONE_WAY,AED,460,13,20,3985.99,1084.19
AMD,PNQ,2027-06-02,2027-06-24,DL,BUSINESS,3,1,0,1,ROUND_TRIP,AED,397,15,21,9117.55,2479.97
KWI,MAD,2027-04-14,2027-04-25,AF,ECONOMY,1,1,0,0,ROUND_TRIP,GBP,167,11,13,2639.45,3352.1
FCO,AMS,2027-01-25,2027-02-05,LX,BUSINESS,1,0,0,1,ROUND_TRIP,AUD,413,23,5,2028.26,1318.37
CCU,MCT,2026-11-03,2026-11-08,IB,ECONOMY,2,1,0,1,ROUND_TRIP,INR,592,9,18,2354.45,28.25
NRT,DPS,2026-11-23,2026-12-04,AI,ECONOMY,1,0,0,0,ROUND_TRIP,USD,289,11,15,861.32,861.32
KUL,NRT,2027-06-10,,AF,PREMIUM_ECONOMY,1,0,0,2,ONE_WAY,USD,328,17,22,941.0,941.0
FRA,CCU,2026-11-27,,GF,ECONOMY,2,0,0,0,ONE_WAY,AED,63,8,9,2214.54,602.35
SFO,NRT,2026-12-06,2026-12-17,AI,BUSINESS,1,0,0,1,ROUND_TRIP,GBP,405,19,1,4261.54,5412.16
AMS,BKK,2026-08-17,,AF,BUSINESS,1,0,0,1,ONE_WAY,USD,354,16,21,5598.87,5598.87
ORD,MEL,2027-01-02,,SQ,ECONOMY,1,0,0,0,ONE_WAY,GBP,440,8,15,848.34,1077.39
FCO,BAH,2026-10-24,,IX,ECONOMY,3,1,0,0,ONE_WAY,USD,124,23,1,632.93,632.93
MNL,MAD,2026-12-05,,WY,BUSINESS,2,2,0,0,ONE_WAY,INR,274,21,1,9867.03,118.4
LAX,NRT,2027-05-27,2027-06-23,GF,BUSINESS,1,0,0,0,ROUND_TRIP,AED,190,5,8,4768.25,1296.96
JFK,CCU,2026-10-13,2026-10-31,QR,ECONOMY,2,0,0,0,ROUND_TRIP,USD,211,1,4,1562.17,1562.17
MAA,MNL,2026-11-24,2026-12-07,EY,ECONOMY,1,0,0,0,ROUND_TRIP,USD,324,13,18,1625.41,1625.41
KUL,AUH,2027-04-02,,BA,BUSINESS,1,2,0,0,ONE_WAY,USD,285,8,12,9363.25,9363.25
DOH,HKG,2027-05-14,,PR,BUSINESS,1,0,0,0,ONE_WAY,EUR,275,6,10,806.31,870.81
ORD,DEL,2027-01-20,,BA,BUSINESS,1,1,0,2,ONE_WAY,USD,237,4,7,5065.28,5065.28
DOH,MAA,2027-02-05,,6E,ECONOMY,2,0,0,2,ONE_WAY,INR,378,15,21,511.31,6.14
BAH,DOH,2027-08-13,,AF,ECONOMY,1,0,0,0,ONE_WAY,AUD,498,20,4,1274.68,828.54
FRA,SYD,2027-02-24,2027-03-02,WN,ECONOMY,2,0,0,1,ROUND_TRIP,GBP,506,17,1,3729.78,4736.82
CGK,AUH,2026-10-23,2026-11-08,EY,PREMIUM_ECONOMY,2,0,0,1,ROUND_TRIP,USD,489,3,11,7096.88,7096.88
PNQ,AMD,2026-09-03,,LX,ECONOMY,2,0,0,0,ONE_WAY,USD,107,17,18,1368.63,1368.63
MCT,MNL,2027-05-02,,BA,ECONOMY,1,0,0,2,ONE_WAY,USD,778,2,14,436.96,436.96
LHR,CGK,2027-03-20,,GF,ECONOMY,3,1,0,1,ONE_WAY,INR,150,23,1,651.26,7.82
AMD,HYD,2026-09-30,2026-10-14,AI,BUSINESS,1,0,0,2,ROUND_TRIP,USD,774,10,22,4101.15,4101.15
KUL,AMS,2026-11-03,,AF,PREMIUM_ECONOMY,3,0,0,1,ONE_WAY,EUR,462,3,10,2038.02,2201.06
DPS,CGK,2026-10-19,,DL,PREMIUM_ECONOMY,1,0,0,1,ONE_WAY,USD,630,15,1,1732.21,1732.21
BKK,HYD,2027-07-22,,SG,ECONOMY,2,1,0,1,ONE_WAY,INR,177,10,12,1019.66,12.24
NRT,AMD,2027-06-23,,KL,PREMIUM_ECONOMY,2,0,0,1,ONE_WAY,USD,437,1,8,2833.02,2833.02
CGK,HKG,2027-03-08,,EK,ECONOMY,4,0,0,1,ONE_WAY,USD,587,7,16,1483.78,1483.78
KUL,BKK,2027-03-13,2027-03-17,DL,ECONOMY,1,0,0,0,ROUND_TRIP,EUR,152,17,19,1920.32,2073.95
FCO,NRT,2027-05-27,2027-06-23,UA,ECONOMY,1,0,0,1,ROUND_TRIP,SGD,719,19,6,2568.39,1900.61
CGK,ORD,2027-05-21,,MH,ECONOMY,1,0,0,1,ONE_WAY,GBP,367,16,22,481.22,611.15
DOH,HKG,2026-12-02,2026-12-19,IX,BUSINESS,1,0,0,2,ROUND_TRIP,EUR,485,6,14,1391.41,1502.72
JFK,AMD,2027-04-29,2027-05-06,PR,ECONOMY,2,1,0,1,ROUND_TRIP,INR,128,15,17,2952.82,35.43
SIN,MNL,2027-06-20,2027-07-03,AA,BUSINESS,1,1,0,1,ROUND_TRIP,GBP,263,16,20,6522.23,8283.23
DFW,SIN,2027-03-13,2027-04-04,WN,BUSINESS,4,2,0,0,ROUND_TRIP,USD,250,22,2,34140.66,34140.66
SYD,ZRH,2026-10-20,2026-11-14,MH,PREMIUM_ECONOMY,1,1,0,2,ROUND_TRIP,USD,543,20,5,5463.92,5463.92
HKG,SYD,2027-07-25,2027-08-20,MH,PREMIUM_ECONOMY,2,0,1,1,ROUND_TRIP,INR,185,17,20,5082.38,60.99
DEL,ICN,2026-12-20,,UK,ECONOMY,1,1,0,0,ONE_WAY,GBP,509,4,12,2255.34,2864.28
BLR,FCO,2027-07-11,,EY,BUSINESS,1,1,0,2,ONE_WAY,INR,443,17,0,5614.26,67.37
MAD,BLR,2027-06-27,2027-07-27,AF,ECONOMY,1,0,0,0,ROUND_TRIP,AUD,543,14,23,1638.0,1064.7
LHR,DFW,2026-09-21,2026-09-29,PR,ECONOMY,2,0,0,2,ROUND_TRIP,USD,784,5,18,3450.04,3450.04
SIN,AMS,2027-01-26,,UA,ECONOMY,1,0,1,0,ONE_WAY,INR,121,19,21,1352.27,16.23
FCO,HKG,2026-11-03,,DL,ECONOMY,2,2,0,1,ONE_WAY,INR,753,13,1,4468.95,53.63
LHR,MCT,2027-07-12,,TG,ECONOMY,2,0,1,1,ONE_WAY,USD,428,0,7,1340.38,1340.38
LAX,KUL,2026-10-11,2026-10-26,QR,BUSINESS,4,0,0,2,ROUND_TRIP,GBP,413,8,14,22086.79,28050.22
NRT,ORD,2026-11-07,,AA,BUSINESS,3,0,0,2,ONE_WAY,USD,754,17,5,8299.14,8299.14
DEL,CCU,2027-03-24,2027-04-16,EY,PREMIUM_ECONOMY,1,0,0,1,ROUND_TRIP,AED,241,2,6,813.47,221.26
JFK,HYD,2027-04-01,,SG,ECONOMY,1,1,1,1,ONE_WAY,USD,722,20,8,986.25,986.25
SIN,ZRH,2026-09-20,,AI,ECONOMY,2,0,0,0,ONE_WAY,USD,317,11,16,1761.55,1761.55
FCO,CCU,2027-03-02,,GF,BUSINESS,2,0,0,0,ONE_WAY,USD,548,17,2,8680.67,8680.67
AUH,ZRH,2026-10-25,2026-10-31,TG,BUSINESS,2,2,0,2,ROUND_TRIP,AED,448,1,8,19599.22,5330.99
SYD,CCU,2026-11-16,2026-11-26,GF,ECONOMY,1,2,0,0,ROUND_TRIP,INR,287,19,23,3038.91,36.47
FRA,BAH,2027-05-22,2027-05-27,UK,ECONOMY,3,2,1,1,ROUND_TRIP,AED,234,9,12,2064.37,561.51
DPS,MNL,2027-01-29,2027-02-20,BA,ECONOMY,1,0,0,1,ROUND_TRIP,USD,557,21,6,2167.88,2167.88
DPS,AUH,2027-07-08,2027-07-24,DL,ECONOMY,1,0,0,1,ROUND_TRIP,SGD,751,8,20,3221.29,2383.75
JFK,MNL,2026-10-24,2026-11-13,IB,ECONOMY,1,0,0,0,ROUND_TRIP,EUR,495,6,14,987.79,1066.81
MAA,CCU,2026-12-25,2027-01-14,AI,BUSINESS,2,1,0,0,ROUND_TRIP,INR,552,17,2,18775.07,225.3
MIA,LHR,2026-12-14,2027-01-13,PR,ECONOMY,2,0,0,0,ROUND_TRIP,USD,647,19,5,7274.17,7274.17
DOH,NRT,2027-02-13,,IX,ECONOMY,2,2,0,1,ONE_WAY,SGD,357,1,6,1160.57,858.82
FRA,DFW,2027-07-12,,QR,ECONOMY,1,0,0,0,ONE_WAY,AED,512,10,18,1507.12,409.94
NRT,AMS,2027-05-05,,GA,ECONOMY,2,0,0,1,ONE_WAY,USD,612,8,18,2312.73,2312.73
MIA,LAX,2027-07-09,,LH,ECONOMY,2,0,0,0,ONE_WAY,GBP,624,8,18,1250.91,1588.66
AUH,BAH,2027-04-16,2027-05-04,EK,ECONOMY,1,1,0,1,ROUND_TRIP,USD,732,6,18,5570.31,5570.31
BOM,FRA,2026-11-14,2026-12-03,6E,ECONOMY,2,1,0,0,ROUND_TRIP,USD,155,12,14,3944.87,3944.87
MEL,BOM,2026-12-04,2027-01-02,GA,PREMIUM_ECONOMY,1,0,0,1,ROUND_TRIP,SGD,430,13,20,3177.57,2351.4
KWI,NRT,2026-08-22,2026-08-31,WY,ECONOMY,2,0,0,0,ROUND_TRIP,AED,577,16,1,5773.09,1570.28
HKG,SFO,2026-09-30,,IX,PREMIUM_ECONOMY,2,1,0,1,ONE_WAY,AED,164,15,17,2957.7,804.49
DEL,BKK,2027-02-09,2027-03-02,AA,ECONOMY,1,2,0,1,ROUND_TRIP,GBP,355,23,4,2018.6,2563.62
MEL,AMD,2026-11-18,,KL,ECONOMY,3,0,0,1,ONE_WAY,USD,587,0,9,2786.8,2786.8
NRT,PNQ,2026-12-21,2027-01-01,AA,ECONOMY,1,0,0,1,ROUND_TRIP,GBP,422,17,0,1386.64,1761.03
MEL,ORD,2027-05-25,2027-06-12,WN,ECONOMY,1,1,0,0,ROUND_TRIP,INR,497,8,16,706.59,8.48
MIA,DXB,2027-05-22,,TG,ECONOMY,4,0,0,1,ONE_WAY,INR,692,19,6,4514.22,54.17
BLR,KWI,2026-12-05,,AF,FIRST,1,2,0,0,ONE_WAY,USD,268,11,15,17886.66,17886.66
MIA,ICN,2027-07-16,2027-08-13,GF,PREMIUM_ECONOMY,3,0,0,0,ROUND_TRIP,SGD,109,16,17,8661.92,6409.82
BAH,HYD,2026-09-27,2026-10-08,WN,ECONOMY,2,0,0,2,ROUND_TRIP,GBP,421,12,19,2738.25,3477.58
BAH,ICN,2027-01-02,,AI,PREMIUM_ECONOMY,1,1,1,0,ONE_WAY,USD,644,7,17,3687.3,3687.3
BAH,CGK,2027-05-03,,AF,ECONOMY,1,0,0,2,ONE_WAY,EUR,851,8,22,1444.42,1559.97
FRA,KUL,2026-08-28,2026-09-15,AF,ECONOMY,4,0,0,1,ROUND_TRIP,INR,494,3,11,14423.18,173.08
MAA,MIA,2027-08-07,,SQ,BUSINESS,3,0,0,1,ONE_WAY,INR,639,8,18,12453.18,149.44
JFK,MAA,2026-11-19,,UA,BUSINESS,3,0,1,1,ONE_WAY,USD,722,15,3,10899.61,10899.61
BAH,FRA,2026-10-14,,GA,ECONOMY,3,1,0,1,ONE_WAY,USD,340,2,7,3075.71,3075.71
DEL,SYD,2026-11-15,,6E,BUSINESS,3,1,0,0,ONE_WAY,USD,331,16,21,6719.22,6719.22
MIA,LHR,2027-07-31,,PR,ECONOMY,1,0,0,0,ONE_WAY,INR,647,5,15,2027.94,24.34
KUL,ZRH,2026-12-26,2027-01-05,MH,ECONOMY,1,0,0,0,ROUND_TRIP,USD,167,8,10,2320.43,2320.43
JFK,DFW,2026-10-20,,EK,ECONOMY,1,1,0,0,ONE_WAY,INR,373,18,0,2228.93,26.75
AMS,CDG,2027-04-26,,UA,ECONOMY,4,0,0,0,ONE_WAY,USD,518,4,12,4925.82,4925.82
NRT,SYD,2026-12-02,,GA,ECONOMY,3,0,0,0,ONE_WAY,USD,188,8,11,3165.39,3165.39
JFK,FRA,2027-06-20,2027-06-29,LH,ECONOMY,1,0,0,1,ROUND_TRIP,INR,545,18,3,2095.67,25.15
ICN,KWI,2027-04-08,,PR,ECONOMY,2,0,0,1,ONE_WAY,EUR,231,20,23,1994.72,2154.3
JFK,SIN,2027-08-12,,SQ,PREMIUM_ECONOMY,1,0,0,1,ONE_WAY,AED,601,8,18,1201.27,326.75
MIA,AMS,2026-10-17,2026-11-12,IB,BUSINESS,2,0,0,2,ROUND_TRIP,INR,343,7,12,7332.56,87.99
CCU,LHR,2026-09-25,,EK,ECONOMY,1,0,0,1,ONE_WAY,SGD,330,3,8,1189.76,880.42
AUH,CCU,2026-11-09,,SQ,BUSINESS,2,0,0,1,ONE_WAY,USD,624,0,10,4359.35,4359.35
ZRH,MNL,2027-06-15,,IB,FIRST,1,2,0,0,ONE_WAY,USD,600,14,0,13258.72,13258.72
MEL,SIN,2027-03-13,,AA,PREMIUM_ECONOMY,1,0,0,0,ONE_WAY,AED,400,8,14,703.24,191.28
DXB,ORD,2027-01-10,,GF,ECONOMY,4,0,0,1,ONE_WAY,AED,168,19,21,4128.98,1123.08
DEL,MEL,2026-12-04,2026-12-15,LH,ECONOMY,1,1,0,1,ROUND_TRIP,EUR,685,2,13,5225.64,5643.69
AMS,FCO,2027-06-26,2027-07-13,SQ,PREMIUM_ECONOMY,3,0,0,1,ROUND_TRIP,EUR,302,8,13,14136.42,15267.33
MNL,BAH,2026-08-18,,BA,ECONOMY,1,0,0,1,ONE_WAY,EUR,317,7,12,2408.28,2600.94
JFK,SIN,2026-10-27,,GF,BUSINESS,2,0,0,1,ONE_WAY,USD,580,1,10,3359.48,3359.48
MIA,MAA,2026-12-19,,UA,ECONOMY,3,1,0,1,ONE_WAY,INR,525,12,20,6309.01,75.71
HYD,MCT,2026-11-03,,IB,PREMIUM_ECONOMY,1,0,1,2,ONE_WAY,GBP,769,20,8,987.21,1253.76
HYD,MEL,2026-12-12,,AA,ECONOMY,1,0,0,2,ONE_WAY,USD,283,20,0,602.2,602.2
AMS,PNQ,2026-09-28,,AF,BUSINESS,2,0,0,0,ONE_WAY,USD,455,7,14,3647.16,3647.16
MNL,CCU,2026-10-07,2026-10-14,TG,PREMIUM_ECONOMY,2,0,0,1,ROUND_TRIP,AUD,146,15,17,3181.23,2067.8
LAX,KUL,2027-01-11,2027-01-31,GA,ECONOMY,1,1,0,1,ROUND_TRIP,USD,316,22,3,2885.05,2885.05
BAH,DPS,2027-05-12,,EK,ECONOMY,3,0,0,0,ONE_WAY,EUR,537,4,12,4474.93,4832.92
ORD,CGK,2027-01-25,,AI,BUSINESS,3,0,0,1,ONE_WAY,INR,189,23,2,7026.87,84.32
ICN,DFW,2027-05-08,,EY,ECONOMY,2,0,0,0,ONE_WAY,EUR,148,21,23,2366.22,2555.52
KWI,HYD,2027-06-12,,EY,ECONOMY,2,0,0,1,ONE_WAY,USD,258,8,12,2245.98,2245.98
ORD,LHR,2027-07-07,,WN,PREMIUM_ECONOMY,2,2,0,1,ONE_WAY,AED,369,1,7,4892.54,1330.77
SFO,ORD,2027-05-06,2027-05-12,MH,ECONOMY,2,1,0,0,ROUND_TRIP,EUR,302,3,8,1387.78,1498.8
LHR,SYD,2026-10-07,,AF,ECONOMY,2,0,0,1,ONE_WAY,USD,197,20,23,1661.5,1661.5
SIN,AMD,2027-01-22,,EK,BUSINESS,2,0,0,2,ONE_WAY,EUR,341,17,22,8305.8,8970.26
ORD,SIN,2026-12-22,2027-01-05,PR,PREMIUM_ECONOMY,1,0,0,1,ROUND_TRIP,USD,245,14,18,4502.41,4502.41
HYD,FCO,2027-08-02,,WN,ECONOMY,1,2,0,0,ONE_WAY,AED,335,8,13,1330.42,361.87
SYD,HKG,2026-12-19,2026-12-29,UA,ECONOMY,1,0,0,2,ROUND_TRIP,USD,865,8,22,1179.8,1179.8
MEL,MCT,2026-10-01,,GA,ECONOMY,1,1,0,1,ONE_WAY,EUR,272,19,23,924.29,998.23
FCO,HYD,2026-10-14,,GA,BUSINESS,4,0,0,1,ONE_WAY,INR,715,7,18,7624.0,91.49
DEL,MIA,2027-03-03,,6E,ECONOMY,1,0,0,0,ONE_WAY,EUR,346,14,19,370.03,399.63
MEL,HKG,2027-03-06,,SG,ECONOMY,1,0,0,0,ONE_WAY,USD,113,8,9,177.38,177.38
DXB,AUH,2026-09-19,,LX,ECONOMY,1,0,0,0,ONE_WAY,GBP,303,8,13,279.34,354.76
SIN,ZRH,2026-08-26,,TG,BUSINESS,1,0,0,1,ONE_WAY,GBP,387,9,15,5379.02,6831.36
BKK,AUH,2026-09-10,2026-09-20,IB,ECONOMY,1,1,0,0,ROUND_TRIP,USD,79,19,20,1460.9,1460.9
AUH,FCO,2027-05-20,2027-06-08,AI,ECONOMY,1,0,0,0,ROUND_TRIP,USD,653,8,18,1331.33,1331.33
AUH,BOM,2026-09-10,2026-09-27,AF,ECONOMY,1,0,0,1,ROUND_TRIP,USD,727,20,8,981.07,981.07
DEL,CCU,2027-02-27,2027-03-09,AF,PREMIUM_ECONOMY,1,0,0,2,ROUND_TRIP,AED,318,12,17,873.32,237.54
ZRH,HKG,2027-05-12,,WN,ECONOMY,1,2,0,0,ONE_WAY,EUR,173,9,11,1618.09,1747.54
MNL,MIA,2026-09-14,,GA,ECONOMY,2,0,1,1,ONE_WAY,USD,708,20,7,1594.45,1594.45
BOM,MEL,2027-06-30,,WY,ECONOMY,1,1,0,1,ONE_WAY,USD,636,21,7,1860.83,1860.83
SFO,CDG,2027-05-18,2027-06-11,DL,ECONOMY,1,0,0,0,ROUND_TRIP,AED,248,6,10,3078.63,837.39
NRT,DXB,2026-10-13,2026-10-21,KL,FIRST,4,2,0,1,ROUND_TRIP,USD,519,10,18,36735.88,36735.88
AUH,BOM,2027-01-01,2027-01-08,PR,ECONOMY,1,1,0,1,ROUND_TRIP,SGD,673,6,17,1398.58,1034.95
AMS,DPS,2027-06-19,,WN,ECONOMY,1,0,0,1,ONE_WAY,GBP,244,15,19,256.87,326.22
ORD,KWI,2027-03-13,,AF,ECONOMY,1,1,0,0,ONE_WAY,USD,134,7,9,942.24,942.24
MCT,MAA,2027-03-09,2027-04-05,EK,BUSINESS,1,0,0,0,ROUND_TRIP,AED,236,1,4,6230.99,1694.83
DFW,ZRH,2027-04-02,2027-04-19,AF,PREMIUM_ECONOMY,2,1,0,1,ROUND_TRIP,EUR,431,1,8,5386.84,5817.79
MIA,HYD,2027-01-07,2027-01-24,UA,ECONOMY,1,0,0,1,ROUND_TRIP,SGD,341,5,10,1735.58,1284.33
MAD,BLR,2027-08-05,,MH,ECONOMY,1,1,0,1,ONE_WAY,INR,611,17,3,1150.8,13.81
BOM,BAH,2026-11-05,2026-11-30,IB,ECONOMY,1,0,0,2,ROUND_TRIP,USD,730,23,11,706.9,706.9
CCU,DXB,2027-02-23,,MH,ECONOMY,1,1,0,2,ONE_WAY,EUR,258,17,21,1610.98,1739.86
JFK,DPS,2027-03-30,,TG,BUSINESS,2,0,0,1,ONE_WAY,USD,163,9,11,1283.31,1283.31
KWI,PNQ,2027-06-21,,IX,FIRST,1,0,0,1,ONE_WAY,INR,714,15,2,3778.93,45.35
KUL,SFO,2026-09-08,2026-09-16,IB,ECONOMY,2,0,0,1,ROUND_TRIP,USD,198,4,7,1198.59,1198.59
LAX,HYD,2026-11-13,2026-11-21,IX,BUSINESS,1,2,0,1,ROUND_TRIP,INR,169,21,23,6616.29,79.4
MEL,SYD,2026-09-17,2026-10-14,EK,FIRST,1,1,0,2,ROUND_TRIP,USD,767,13,1,16905.93,16905.93
SYD,MAA,2026-09-12,,GF,ECONOMY,1,0,0,0,ONE_WAY,AED,454,3,10,497.96,135.45
CCU,MNL,2027-06-29,2027-07-13,GA,PREMIUM_ECONOMY,1,0,0,1,ROUND_TRIP,AUD,408,4,10,2144.11,1393.67
MEL,MNL,2026-10-13,,AA,PREMIUM_ECONOMY,3,0,0,0,ONE_WAY,INR,91,0,1,5133.04,61.6
MCT,SIN,2026-09-17,,KL,ECONOMY,1,0,0,0,ONE_WAY,INR,113,9,10,246.71,2.96
HKG,MEL,2026-11-21,,BA,BUSINESS,1,0,1,1,ONE_WAY,USD,526,10,18,2492.25,2492.25
CGK,HYD,2026-09-11,,SQ,ECONOMY,3,1,0,1,ONE_WAY,EUR,178,16,18,1292.27,1395.65
MEL,ZRH,2027-01-04,,UA,ECONOMY,2,1,0,2,ONE_WAY,GBP,424,0,7,1376.3,1747.9
DOH,DPS,2027-03-13,2027-03-18,WN,ECONOMY,2,1,0,0,ROUND_TRIP,AED,586,15,0,4576.03,1244.68
CDG,DFW,2026-09-30,,IB,BUSINESS,1,0,0,0,ONE_WAY,EUR,257,14,18,2303.71,2488.01
HKG,AUH,2027-05-05,,EY,ECONOMY,1,0,0,0,ONE_WAY,AED,182,21,0,838.94,228.19
MCT,HYD,2027-01-31,2027-02-17,IB,ECONOMY,1,0,0,2,ROUND_TRIP,USD,629,1,11,1149.8,1149.8
FCO,BOM,2027-07-23,2027-07-29,DL,BUSINESS,1,0,0,1,ROUND_TRIP,USD,220,8,11,8474.04,8474.04
DOH,MAD,2027-08-09,2027-09-06,UK,ECONOMY,1,0,0,0,ROUND_TRIP,EUR,240,9,13,2349.51,2537.47
JFK,SYD,2027-08-09,,IB,ECONOMY,1,0,0,0,ONE_WAY,AED,420,19,2,1736.1,472.22
DPS,BKK,2027-04-09,,WN,ECONOMY,2,1,0,2,ONE_WAY,USD,529,18,2,1395.22,1395.22
KUL,AMD,2026-12-24,2027-01-07,IB,ECONOMY,1,2,0,2,ROUND_TRIP,INR,517,12,20,4905.44,58.87
JFK,ZRH,2027-06-04,,IB,ECONOMY,1,1,0,0,ONE_WAY,USD,504,4,12,2273.68,2273.68
AMD,JFK,2027-04-17,2027-05-02,UA,PREMIUM_ECONOMY,1,0,0,1,ROUND_TRIP,EUR,652,2,12,1387.19,1498.17
MCT,BKK,2027-04-20,,KL,ECONOMY,1,0,0,1,ONE_WAY,GBP,341,3,8,1200.5,1524.63
AMD,KUL,2027-07-10,,EK,ECONOMY,2,0,0,0,ONE_WAY,EUR,453,21,4,4198.73,4534.63
CCU,LHR,2027-03-01,2027-03-23,IX,BUSINESS,1,0,0,1,ROUND_TRIP,GBP,342,18,23,4129.65,5244.66
ZRH,FCO,2027-06-08,2027-06-11,DL,BUSINESS,4,1,1,2,ROUND_TRIP,AED,293,19,23,17258.83,4694.4
MIA,DXB,2027-01-05,2027-02-04,GF,ECONOMY,1,0,1,0,ROUND_TRIP,SGD,588,0,9,2206.24,1632.62
ZRH,MIA,2027-03-15,,AF,ECONOMY,1,0,0,2,ONE_WAY,GBP,549,4,13,651.11,826.91
